"name","type","date","size","tonnage","speed","drive","life","side","deck","primary_type","primary_caliber","primary_fire_effect_table","primary_RN_table","primary_RN_designation","primary_total","primary_side","primary_bow","primary_stern","primary_end_arc","secondary_type","secondary_fire_effect_table","secondary_total","secondary_side","secondary_bow","secondary_stern","secondary_end_arc","torpedoes_type","torpedoes_mount","torpedoes_total","torpedoes_side","source"
"Sydney","CL","1912","S","5500","25.5","G","3.17","3","2","BL 6-inch Mk XI","6","6-in-50","light_cruiser_guns","6 in XII","8","5","2","2","45","NA","NA","NA","NA","NA","NA","30","B 21 in","S","2","2","TEC-1A-36"
